Label,TEXT,
1,"Until recently, I believed my mother, believed that only I was to blame for all my problems, in the end, by the age of 48, nothing happened, it smoothly turned out that I need my own son, like a dog's fifth leg, I have nephews, relatives, I need to help them. And God forbid turning to the mother with a request to talk, to consult, there is only one conversation - there is nothing to talk about with yourself. Tired and no desire to continue living.",
1,"please help, I can't do this anymore. I've always been an insecure and fearful child. since childhood, dad was strict with me. no, he allowed me a lot, like playing on the computer when other parents wouldn't let me, or playing in the yard longer than usual. but he wanted to raise in me a ""right child"" who always acts right, who looks at everything adequately. I was always either stupid or crooked, and I did everything wrong. then he started yelling at me, he could bring me to crying overwhelmingly when I didn’t have enough air to breathe, or he could hit me lightly. and my mother always scared me with ""dad"", in a mystical way, who will punish me for all my sins (conditionally) and will scold me if I don't do this or that. Thus, I developed the fear of my own father, tears welling up in my eyes when I saw him, and when he started screaming again, I could not say a word, but only sobbed. Now I'm 14. a lot has influenced me: my dad, and the school, which I was afraid to tears, and the people with whom I eventually lost the ability to communicate normally, and now I have become what I have become. indecisive, unable to take responsibility for herself, afraid to go outside once again, completely not adapted to life, I was lost. now I do not know who I am at all, and my only desire is to disappear, to evaporate. I understand that every year new problems, life tasks, responsibilities are piled on me, and I cope with them worse and worse. I feel anxiety all the time, every second, even now, as I write this, my heart is pounding. every day I face learning problems: it is more difficult for me to memorize information, speech is slow, I get confused in words and thoughts. I sleep a lot, to a headache, and on weekdays I hardly get up. I do not want to fall asleep because I know that tomorrow I will have another useless day at school, in which I will be disappointed again and again when I am afraid to speak to my classmates or answer in the lesson, although I know the answer, because I am really worried about what others think of me, but I diligently hide it. every day it only gets worse. thoughts about death, yes, thoughts of suicide more and more often visit me, every day I wake up with the thought: ""maybe die today?""",
1,"The husband died on June 11, after ten days of coma. We have a son (3 years old). I don't know how to force myself to live. Parents are supportive. They say you have to live for your son, but I don't want to live at all. Such apathy. Everything collapsed in an instant. I still can't believe that I will never see him again. I think about death all the time.",
1,"I'm alone in the family. I have a mother and she treats me like a thing. She always sets the rules (in my behavior, in my affairs, etc.). If I say or do something wrong, then I am always guilty, and when I try to accuse my mother of something, she immediately gags my mouth with reproach (this is unfair). There is no dad in the family. I have two best friends (I have very few friends), they support me but this is not enough.",
1,"I want to commit suicide. not because life is meaningless or because my relatives don't appreciate me, and not because of money problems. But because I have real real problems.",
1,"I was very tired of my mother's constant assaults. Until I succeed, I'm good, she communicates well with me. But if I have any puncture, she starts yelling, humiliating. Maybe. She ceases to consider me a person.",
1,"I read many different stories on this site. Thanks to this, she may still be alive ... but that's it, I can't take it anymore, I want to end it all.",
1,"I don’t know why I’m doing this, but the best way to speak out is to write. They say that now are the best years of my life, but can you really call the best the fact that my pessimism almost completely engulfed me. Every day I try to sleep more than I want, just because I know that my day will be as bad as possible. My parents are increasingly hinting that my condition does not suit them, but at the same time they do not even think about how to prevent it. And I categorically do not want to tell them something, because usually it ends with a misunderstanding. But you know, the problem is not only with the parents. All my life I have come across people who hurt me as much as possible. But they don't care about that. I am so tired of everything that thoughts about terrible things come into my head, and even that death is a way out. You can call me different words, but I don't know what to do about it. Sometimes I want to burst into tears, but in due time I cried all the tears. And now everything has to be passed through oneself, but it accumulates. There was a friend, but she, with the words 'I'm tired of you, kill yourself,' cut off all communication with her, earlier she said that I was better before, but now she is not happy with everything in me. I can talk about everything for a long time, but I think very few people are interested . Cry of the soul so to speak ....",
1," everyone, my name is Vova. I have had severe depression for the last 2 years, and because of what, now I will tell you. I am an ugly, taciturn, but kind and sincere person, it is very difficult for me to find a girl. And so, history. I had a girlfriend with whom we talked for 7 years, there were feelings for each other, but in one ""wonderful"" moment I introduced her to my best friend (former best friend already). They began to communicate, in a month I find out that they started dating (maybe someone will understand how much it hurts when your girlfriend starts dating your best friend). I was angry with them and began to run into both. From a girl, I received a bunch of apologies that I don't need nafig, but from a friend of emergency in VK and ignore in real life. It was incredibly painful at that moment. 2 years have passed, but I love her the same way as then, I see her every day with him and it becomes sad, painful. There was also 1 best friend, he found himself a girl with easy behavior and she told him not to communicate with me. Of course he listened to her and I was left without 2 best friends. Now I have been sitting at home for these 2 years, I have forgotten how to talk to people at all, I don’t even know what to talk about. Accustomed to being alone, completely resigned to loneliness. Even on social networks I have no one to communicate with, I just go to listen to sad music. I want to commit suicide, I don't know what else to do. With my appearance, I will never find myself a girlfriend. Nobody even wants to be friends with me. I do not understand why I am in this world. Sorry to write this here, I just want to speak to someone.",
1,"Every day I wake up and I don't want anything at all. I know who I want to be, where I want to be. I don’t know what to realize myself in. Today I am 22 years old. I've never been in love. I don't want to eat, I don't want to move. Most of the time, I am choking with sleep. Falling asleep, I dream of never waking up again. My parents don't care about me. I dream of dying, but I don’t want to die. help me please",
1,". For the last 2 years I have been tormented by a feeling of loneliness and uselessness. They accompanied me all my short life, but they became pronounced not so long ago.",
1,"Almost a year has passed since the breakup. But I just can't get out of my head the person I loved. I was used as a handkerchief and thrown into the trash. And this is after 2 years of living together. In the first days, I stopped eating, in 2 weeks I lost 14 kg. He began to smoke and drink a lot. There is no joy in life at all. The poet and musician himself. But he abandoned everything. I do not let anyone near me, I stopped communicating with everyone, even with my parents. I only hate women and always respond with aggression. Every day only thoughts of suicide, 2 unsuccessful attempts. I dream of dying in my sleep, before going to bed I pray for death. To stifle the mental pain, I began to mutilate myself, periodically inflict bodily injuries and cuts on myself. Lately I feel very bad, I don't go to the hospital. Maybe my time has finally come ...",
1," everyone. I’m glad we came. I’m 14. I don’t know what to do. I have constant problems in my life. It all started from my very birth, my dad is an alcoholic and now he doesn’t even remember me, he can call once, and be offended that I did not answer him. He blew my psyche, and now I suffer from OCD. Treatment does not help, positive thoughts where will they come from if there is nothing good in life? My dad was not only an alcoholic, recently, a couple of months ago, I turned 14, and my grandmother told me, when we had a fight with my mother, what my father was like - he once beat my mother to a pulp and cheated on her. I was very worried, it was a huge stress for me. My father is bad, that is, an egoist. when he comes to his mother, she tells her that she should not care about me and that he is visiting her so that he gets attention. He can come for a couple of days, mother herself will call for a couple of times to eat, and that's all. Even if she sees that I am crying. She knows that I am offended, it hurts, but she just does not understand and, at best, says that she is me too loves. Naturally, I had a crush. And what? Only resentment and disappointment. And now, as you know, some teenagers are rednecks, sorry, of course. And it turned out that this cattle 2/3 of my class, they laugh at me that I don't have a boyfriend, well, not that they laugh, but they think below. Moreover, even the really creepy guys have guys, good, kind, understanding. I have NOTHING, although I paint, that is, I take care of myself and look at 16. I am very faithful, and it only turns against me. I have no friends left, they all smoke, drink, exchange for a soul mate. But if I could survive social problems, then what happened to me recently, I In general, I fell ill with such a disease (I will not name it, because it does not change the role), which indirectly gives symptoms, and then begins to live its own life. And its complications are infertility. Of course, I will get tested in a couple of days but what if I really become sterile? I'm really scared ... I see no point in correcting my pair of threes in the future if I can't have children - I also drew well, now rarely because of depression ... I drew at 12 as a 25-year-old experienced artist, but they didn’t even send me to an art school, because I’ve got a war in the city and I’m far away All circumstances are against me. I want to kill myself. I told my mother that I would commit suicide if I turned out to be sterile, I had no reason to live. I have no strength, why do I have so many problems? No family, no grades, no friends, no health.",
1,". I do not know who to turn to, I have no one. The situation is such that I AM VERY LONELY PERSON IN LIFE. Since childhood, even being in the company of children, I felt alone. I felt that these people and I were different, that they had nothing to do with me, and in the future they threw me. They found new friends, but they stopped calling me, inviting me to walk, and so on.",
1,I am very tired. There is no place to wait for help. I grabbed loans. I can’t pay the banks do not give me the opportunity to contact a broker. And there is a problem with the site of bailiffs. There’s no time to wait. I can’t go to work on the hands of his disabled son. Leave Payment terms are already close Husband died 2 years ago after that and all the problems began How to live I don’t know it’s easier to die.,
1,"She lived with her husband for almost 4 years, all this time his parents climb into our relationship, because of the pressure from their side and eternal reproaches, both hands dropped, only he was strong, and the only thing that kept me was that he was next to him. Even though they lived very hard, they did not find money to pay for the next month of housing - we ended up on the street, of all acquaintances and friends, only one sheltered - a local alcoholic, we met him and met him on the street and in the end he sheltered us ... sounds, but I had to live there for a while, as you understand, the conditions there are not the best ... unfortunately my husband had problems with work, and for my salary of 5000 UAH there was barely enough for food, I pulled everything alone, one moral support was on my husband ... As a result, his relatives come (although relatives from the police, maybe they know how to do this ...), how they found us is a mystery, but he was taken away with lightning speed, so they didn't even have time to say goodbye to him ...",
1,"I finally waited for the moment when he admitted that he did not need me from the very beginning. Throughout the last year, despite all attempts to achieve reciprocity, I received betrayal, indifference, disrespect. He convinced me that it was my fault. That I'm making up problems. Laughed at my tears. And only now he confessed. He said that I am interesting and beautiful, but he does not want to be anybody's 'guy' at all, and that he has completely different plans in life than to be the only one for someone. I know it's not true, I just don't need it. And the most disgusting thing was that he added that if I just wanted to 'hang out' with him, then he is always ready. But nothing else. Like this. I don't know why I feel so bad and painful, because I guessed about his attitude. But from his lips it sounded like a sentence. He, whom I thought was good, told me such terrible things, and I just don't understand why. I hate myself so much for not being able to tear before, when the wound has not yet grown. But he himself brought me back to use it again and again. I feel like a used dirty thing. I do not want to eat, no more communication with anyone, no live. If I'm so blind, what's next.",
1,"Greetings to all kind people. A little about myself: I'm 22 years old, I graduated from the university with honors, I go in for sports, I have no bad habits. In general, at first glance, everything is quite safe. But for 2 years now I have been suffering from wild depression, my every day is like riding a roller coaster, at first you feel the rise and movement upward, and then at one moment you suddenly fall into the abyss of despondency, despair, and the desire to leave this world. I want to say that fate for my 22 years has already plunged me into mud more than once, I have experienced the death of people close to me, betrayal, rejection of me by some people on the basis of my beliefs, many friends turned away from me after I decided to control my life, namely I gave up alcohol, started playing sports and studying well. If we talk about the problem, then I burn myself from the inside, nothing brings me happiness, my interest in everything around me, including development and social success, began to disappear. Now I have the peak of this state, every day I think about how I can seriously leave this life, I skip the pictures of death in my head, I literally hate myself. All this is supplemented by the fact that I love a girl with whom I had a relationship, foolishly we parted, did not communicate for 1.5 years, but not so long ago we began to establish contact, and yet, I cannot admit to her that I still love her, in her head is spinning that it will only cause laughter and nothing else. But it was for her that I felt sincere feelings. I have a persistent disgust for myself, I do not see any prospects for myself, and I think only about the fact that I will either commit suicide or die in some ridiculous way. I cannot get out of this state, I turned to God, I am Orthodox, and I realize that my thoughts are a grave sin. But nothing helps me, neither prayers, nor confession. It feels like my destiny is to burn myself from the inside, as if a countdown timer is ticking inside me. I need your help, I want to jump out of this pit, but apparently not very good at it myself, help me!",
1,", I'm tired of living. I have no friends or parents. More precisely, there are parents, but I have a terrible relationship with them. I hate myself, the desire to die torments me every day. I don't understand why live at all if everything is just awful?",
1,". I feel very bad, we have conflicts with my mother at home. I am married, I have a one-year-old daughter, my husband and I live with my parents, my mother kicks us out of the house, my parents want to live alone, and here we interfere with them, and even the child. And we have nowhere to go, even if it's also expensive for rented housing. I have a husband of a different nationality, but he is Orthodox, his mother hates him, calls him a chock, a beast. We are fascists, wants us to die. I write and cry, here in the morning there was a conflict, we have a war, then again a lull. Household conflicts, I did not set it that way, I did not wash it that way, while we have separate meals, our own refrigerator, we do not ask her for anything. The father is always on the mother's side. But we have nowhere to go. There are all sorts of thoughts in my head, if I do something with myself so that they feel good, I have no problems, my daughter told my husband to raise, let the mother then suffer because of my death, she will blame herself for the rest of her life. I only feel sorry for my daughter here. This is often repeated, when my daughter was only three months old, they also kicked us out, they said go wherever you want, all because of her mother she is a Russian woman, hates other nations, believes that we want to poison her, or something like that. These are our problems, we no longer have the strength to live, I don’t want anything, apathy for everything, I cry all day and read as quickly as possible without hurting myself to leave this world, but something is becoming scary, he said to her husband in shock, we’ll cope and say something we'll figure it out, I don't know what to do. I'm waiting for advice",
1,"Every day I wake up with hardships, the interest in life has simply disappeared, the girls are mercantile, food is expensive, things are expensive, life is simply dear, people are angry, they even ate at work as they settled down. I work as a loader wherever possible, not willingly because it is hard (there is education). I don't communicate with anyone, because it's just not interesting. I listen to music around the clock to suppress the noises of others and my bad thoughts. I still live only because I have a dog (it's not her fault that the owner is an idiot). Roma is 21 years old, studied, served, loved. I think that's all I had to do in my life.",
1,"I'm 19 and a guy dumped me. He's my first. I hadn’t met guys before. I feel very bad from this, I roar every day, I want to scream in pain. I really need him, but I'm tired of him. I can't even write to him, he doesn't want it. I am very hurt and bad. There is absolutely no one to speak out. I think about him every day, and I cry constantly. I can't do this anymore. I want to die. Thinking about suicide <ed. Mod.>",
1,"Sorry that there will be so much text ... My life is a complete misunderstanding. Everything is not so with me, from the very birth. They didn't want me, I was born by accident, as my mother was more afraid of abortion than childbirth. They already had a child and they were not going to have a second. When I was 3 years old, my older brother and me, my mother left him 2 years older. She left for a new man, for some time she still met with us, then moved to France with 3 men and we have not seen each other for 9 years. I often write to her on Facebook, she almost doesn't answer me, she says that she's torturing me once again, it's not her fault that she loves me. The father quickly married a new woman who had a daughter from her first marriage. Of course she hated us, humiliated us in every possible way, it's good that she didn't beat us.",
1,"Hi, I'm 36, I don't want to LIVE, my parents died, my mother, when I was 18, my father, when I was 25. My wife divorced me almost a year ago, but until recently, until June, we had sex, I took it seriously, but for her it was so for her health ... Now she has another permanent man, after several unsuccessful attempts ... I can't Letting her go, living together I live like hell, I don't want to leave the children, it is SCARY to be alone. I work as a simple seller, despite the 2 higher ones, I am not very confident in myself, especially recently. Tired of fighting negative thinking.",
1,"I am 14 years old, and I wish that I would never be again ... In Johann Wolfgang Goethe's The Sorrows of Young Werther, the main character commits suicide at the end. I constantly catch myself thinking that I would like to do the same.",
1,"Help. I am 34 years old. Not an HIV addict who contracted sexually. I have HIV and tuberculosis, I have already come to terms with HIV, I have been fighting tuberculosis for 3 years. Recently I got better and had an operation. And then, like a bolt from the blue, from the drugs I became deaf, they put a second-degree sensorineural hearing loss. Prescribed dropper pills and hearing does not return, I do not know how to live on, I have no family or anyone, I have a husband, he is healthy himself. He resigned himself to my illnesses, but who can live with a deaf person. I don't hear what is being said on the streets and shops. I do not want to live, thoughts of suicide more and more often come to mind. Maybe I won't be and it will be easier for everyone. I do not live but simply exist. I'm already on the edge. I have no strength left to fight already. I do not sleep at night, I have no appetite, I lost 40 kg. I want to end this life, with this thought I go to bed and wake up",
1,"I have no parents, but I have relatives. I do not want to live, I am very tired of everything. I can neither rejoice nor love. And finally stupid. I want to commit suicide, but when I tell this to my relatives, they say “you can't” and that's it? This can't make my heartache go away.",
1,". I'm Irina, a month ago I turned 39. I can't believe. My life ended 17 years ago, I was 22 and my boyfriend, my beloved person, died. Since then my whole life has gone awry. I moved from Ukraine to Russia and began. .. I came to after all that I had experienced, my personal life did not work out. There were a couple of novels that did not end with anything. As a result, neither family, nor children, nor my own housing earned, something always happened. On the account of 200 thousand, and where They gnaw at the fact that there are no children, it just kills me. I want to drink pills and not wake up. One holds, I really feel sorry for my mother. She has already buried one child, died in infancy, she does not deserve such an attitude. I don’t know why I am writing. .. You know, I registered on many dating sites.Vru, that I am 32, indicate the real age, even my peers do not write, I for them, damn it, OLD! They are ""young"", give them thirty years old! I look younger, I have already fallen so low that I even consider myself cold some youngsters just looking for sex in order to just have a child. And then it becomes so disgusting in my soul, what am I doing? Is it really all out of despair? A year ago I got a job and lied to everyone. I was lying about her dead husband (who did not have time for them). to become) and about the fact that I have a daughter, whom I gave my 15-year-old niece. Bad, right? And you know how ""nice"" when they look at you with a finger at the temple, they say some abnormal, not married , without children. In our country, in general, they love to poke their nose into it and condemn. Behind their backs they whisper ""what she thinks to herself."" And it's easier that way, she was married and divorced (widowed), for some reason, for some reason, 100 times better than I wasn’t at all. And now I lie regularly, I find out how my niece lives, I discuss in a team with other mothers. I'm sick of everything. Why live like that at all. I wrote all this nonsense, I sit, roar. What do I want to hear from strangers? That I am still young and will have time for everything?))) Yes. And I have been saying this to myself for more than 10 years.",
1,"There is emptiness inside, I don't want to live. Beloved wife, after almost 9 years of marriage, said that she did not love and left. Yes, I am largely to blame myself. But shouldn't the family go through problems together and move on?",
1,"I am an ordinary girl, I have never been better than others. After moving to another school in grade 10, I changed quite a lot. She started swearing and going out late with alcohol. I am a psychological person, I like to manipulate and study people. I have no friends. I don't have such a person to whom I could tell at least a small part of everything that I hold in myself. For the last half year I have been in depression and apathy. I have 1 year left to go to school, I have no idea where and for whom then. I don't give a damn about that. I do not like to get attached to people, I constantly push them away if everything has gone too far. I have parents and two brothers. I have never been on good terms with my father, and I’m already used to it. And here, lately, various quarrels and disagreements began to happen with my mother, and she said if she and my father separated, I would not be with her. This was probably the last straw in my life. I know for sure if this happens, then it will no longer make sense for me to live. I have never seen him anyway, I don’t know who I will be, I .. I don’t even see myself at 20, as if I wouldn’t exist. Probably ... I know that if they disperse and everything works out like that, then I will commit suicide, I have been thinking about it a lot lately. I am constantly used, I understand that, and I do not care. I'm far from being stupid and naive. I know it. I even recently began to dream that I had some kind of fatal disease, then I would not even try to cure it. For example, cancer. Why not, my grandmother died before my birth from cancer, and I heard somewhere that it can be inherited.",
1,"Good night ... I'm tired of living ... My husband drives me crazy ... and I suffer from this ... I can't suffer anymore .. I want to be happy, but I can't .... it seems to me that without me this world will get better .. I'm tired of proving something to my husband and he doesn't need it ... I'm tired of hearing insults .. only children keep me here ... I have no friends (husband forbids) I have no one to tell what I feel ...",
1,I'm lost.,
1,Why live like this?,
1,"I am ashamed and hurt. I am 44 have a family with 2 children. Married at 26 He did not love his wife when. It's just time to get married and before that I didn't know love. I thought so at all. I'm alone with my mother. And I have it alone. Father was not there. And when she said it was time to get married. Did not dare to refuse. As long as I remember myself, all the time there is no luck on my way. Changed jobs often. They lived averagely. Enough only for food and inexpensive clothes. The feeling of poverty bothered me very much. Then he began to earn decent money. I bought everything I need. Trips to the sea, etc. We bought a big house. At that moment the company went bankrupt and I was left without work and I invested everything in the house and repairs. 2 years have passed, there is no stable work. It is a shame to look at home in the eyes. Especially for children. I cannot contain them. At that moment I met a woman whom I first fell in love with. But now I have no work and money. Naturally, not what did not work. She said that everything is over between us. In general, in the end. I don't want to go home. I feel like nothing. Now his wife maintains the house. I can't get a job. I don't know what's the matter. In general, from both sides, everything was done. I don't want to live like this. I want to die. Without me, I think they will be better. In the family I am now a burden. The beloved is not needed. I don't see the future. I am thinking of insuring my life. And go out of life in a way where the insurance will work. Family get funds. I am peace.",
1,"I don’t know how I can continue to live. And no, I have no thoughts of suicide, just at 19 I am absolutely helpless and can’t do anything. Any attempt to learn something ends in failure, because I do not absorb the information. He studied poorly at school. Grades 7-9 simply sat on the last desks and did not even try to delve into the material, while he hated school in every possible way. There were 4ki in Russian and there was, so to speak, natural literacy, but years later I lost it while playing computer games. I am very poorly oriented in space, I can crash into something and not notice. I realized the problem that I am absolutely useless and very stupid, but the awareness does not solve anything, and the way is not clear to me. All my problems have gathered in one lump that I cannot resolve, I immediately fall into depression and have been in it for three years already. Health problems also cannot be resolved, visits to doctors are useless and this discourages pleasure from any business, since the eyes hurt and make you sleepy. I have a regime, I go to bed and get up at the same time, but it does nothing at all. I do not know how I will improve. Pass the school curriculum from grades 7 to 9? Are subjects like math creating neural connections that come in handy in life? It's just that it's very hard for me to study and apply this knowledge in practice. They can explain something to me and I will forget it almost immediately, I will look as stupid as possible and a vegetable. It is clear that I have no friends either, since I sit at home forever.",
1,"Good day! I am Irina, I am 26 years old. I feel very bad, my soul is empty. I see no reason to live on. I am terribly afraid of people. And not only people, I’m afraid of everything! I do not know how to communicate, I feel uncomfortable in society By my 26 years I have not received an education. I have no profession, I can’t do anything. I miraculously found a job only at 23. And even then, I can no longer work night shifts and for a penny. And there is simply no other job. Yes. and they won't take me anywhere without education. I have no friends. Those people I meet quickly disappear from my life. At work, I also hardly communicate with anyone. Almost all my colleagues laugh at me, do not take me seriously, treat me with contempt. I never had a man. Yes, and I will never have a family, I will never have a man, and there will be no children. Although I am a beautiful girl. But my life is over. I disappointed my parents. All my hobbies do not bring me pleasure. No friends , there is no one to share, there is no one to speak out. I am already 26 years old, and life as it was and is empty. There is no money ... Life goes on, but I have not achieved anything in life. I am scared. Ahead is the same loneliness and emptiness. It's just a dead end. What to do next, how to live, I don't know. I don't see a way out. If possible, help a kind word to me. Thank you in advance.",
1,"I constantly think about suicide I'm scared I have a small child and I don't know what to do I constantly think about going somewhere to hang myself or get poisoned I don't know what is happening to me I have a husband who doesn't love me at all who doesn't care at all whether or not I have a lover on this basis, he loves me and presses so that I would leave my husband and I can not decide I can not leave my husband because of the child what will I tell him when he grows up and hates me he loves his father Father loves him Mom will tell me why we don’t live with dad And I will answer that I left my dad Because I love another uncle because of this, you will suffer? I don't know what to do I want to die to end it",
1,"! I am a mother of a special child with mild disabilities, a mental problem. My son went through the path of rehabilitation from hopeless to the level of character accentuation. At the age of four, he was diagnosed with Asperger's syndrome. We were taken to a regular school, not without difficulties. When he started school, I quit my office job, started my own business and started doing it well. This is a ""male"" profession, production. Started working in 2012. But the crisis broke out, the demand for my products fell. Now I am in a dead end, there are debts that I cannot handle. Hands down. I manage to occupy myself with my daily activities, but I am more and more in apathy. There is no one to turn to with your problems. Parents (they are healthy, live a full life) do not take part in our life, it just so happened. There is no one close to you who could ""pick up and carry"", at least for a while. The ex-husband kicks out the child and all the problems, there is no need to wait for help from him. In general, I have problems that I cannot cope with. I notice things that I couldn't imagine before. For example, a mess at home, unwashed dishes sit in the sink for several days. I don't want anything, no new clothes, or somewhere to walk or travel, but before our life was full of travel and trips to events, to the movies, to walks. It seems that there are ideas of what to do with yourself, even with an eye to income, but some go through procrastination. Every day I am sucked into the swamp of problems even more. The main problem is debts. I have ideas on how to get out of the crisis, but I can’t do anything because of apathy and the thought that I didn’t succeed. I want to kill myself to end this.",
1,"I am tired of being understanding, forgiving, kind, neat, with an always good mood and a smile on my lips. Tired, wildly tired, I always want to sleep. 4 months ago my mother died of illness at 64 years old, a month later Her mother, my grandmother at 88 years old from grief. These were the most dear and close people to me. All the troubles of the terminal stage fell on me. In the process, I fell ill with pneumonia, and all these months I coughed, was ill, although a friend of mine controlled and treated me. I had no time to lie down. Nobody helped with either a ruble or a deed. The husband forbade going there, constantly rolled up scandals, controlled the money so that he would not spend a ruble on it. The pressure began to rise constantly, doctors say that hypertension is developing.",
1,"I am 14 years old and I want to die. I have problems with friends, I have been thrown and humiliated many times. So I have problems in my family. I have a feeling that I am not from this family, they took me from the orphanage. I also have a problem at school, I only have one friend, the whole class laughs at me. I also have problems with being overweight. I'm too fat. I don't like myself, I don't want to live. I'm tired, I really want to die",
1,"It doesn't grow together with girls, there are eternal problems in the family, I hate myself, I don't like my appearance, my weight and my height. Mother and father have been divorced for a long time, I live with my stepfather and mother. For my mother, I am always bad, I always do something wrong, my acquaintances laugh at me, I do not fit into this rotten world. I just want to leave, quickly and painlessly. I want to meet my relatives and friends in the next world and stay with them forever.",
1,"I feel dead, for the last 2 months I have been sitting at home, I don't go out anywhere, there is no hobby, no interest in anything, only irritability, self-hatred, society. I see only darkness in everything, day after day is filled with anxiety and pain, memories of the past make me cry, I can’t communicate with anyone, I’m not understanding from everyone, I try to stay away from people further because of this, before I die I want to confess to the girl alone, but not I can even do this, because I only feel disgraced once again, I don’t really care about it, I just want to kill myself, I’m afraid that my mother will cry, I dream of being buried and how my mother hurts, I want to come to life but I cannot, my body overwhelmed by weakness, sensations deadly real, not only mental.",
1,". I am writing here because I want to kill myself. I know that suicide does not solve problems, but right now it seems to me the only way to change my life for the better. Not for yourself. For others. Everyone will be only happy if I am gone. I'm like a mosquito in an aspen hive - superfluous. Every day - either at school or on the street - hell, prison, a game in which I lose over and over again. Will you say that I'm just a teenager and don't understand anything? Yes, teenager. Yes, I don’t understand. But I've learned so many things in my entire life that you can never understand. I grew up much earlier than expected. And all because of childhood. And now nothing has changed. Every day I am insulted and beaten half to death. I can not take this anymore. I'm tired of being worthless. I'm tired that people do not understand me, they believe that if I am different, then different with all body and soul. This is not true. Deep in my soul, I am just like them. But they don't understand this. Why, why do they constantly beat me every day, take my things away from me and do not give me a pass? Why every time I hear in my back: ""So that you die, you filthy creature!""? Why am I forced day after day to pretend that I am strong and that I do not care deeply about offenders and resentments, when this is not so?",
1,"It's getting harder every day, it's getting worse. I do not stop thinking about the person for a minute. When I was lonely, he found me, met, I felt a connection from the first minutes, he said the same. Similar life stories, light conversations, common emotions, an identical attitude. He admitted that he has a girlfriend, that it is difficult with her, but he will not leave her, we can only be friends. I promised him never to move away, not to leave him silently, he too. We saw each other secretly, to support each other, we could just walk or sleep in the same bed, no intimacy, nothing but a special friendship for him and a secret love for me, which I decided that he would never know.",
1,"Today is my birthday. What have I managed to achieve by my age? NOTHING! I'm a loser! The only thing that makes me happy in life is my daughter, she is 2.5 years old. Otherwise, everything is terrible: constant lack of money; quarrels with my husband, who reproaches that I do not work, although her daughter does not go to the garden; health problems, sore back, very bad teeth, excess weight. I am also studying at the university in absentia, now it is a session, but I have no one to leave my child with, I sit and grow tails. Constantly depressed, I feel sorry for my daughter, she is already used to seeing my tears. I tried to kill her myself before pregnancy, I couldn't, and now I can't leave my baby without a mother. Right now I’m sitting sobbing, she strokes me, consoles me. I don’t want to live like that, but I can’t change something either. Constant pressure from relatives about studying makes it even worse. In a month, the daughter will go to the garden, then pressure about work will be daily.",
1,"I don’t know why I’m writing here, but I give up ... After the death of my father I started drinking, I did a lot of business, I crashed our favorite car because of a drunkenness, I broke up with my girlfriend, I cause a lot of grief to my mother ... I want ... everything is very tired that I want to finish everything ...",
1,"There is no health, medicine is expensive, the salary is enough only to keep on floating. Bad character (social phobia, introvert). This 100% will not have to count on your own marriage / family for a long time. It is unclear how she worked for a year in a team, probably behaved like a moron because of the eternal silence and other failures at work. In short, oddly enough, but the thought that I always have a choice of suicide helps me to live, they say, I always have time to die if I want to, that's what saved me. Although, the worse the conditions for existence for me, the more I adapt to this and the farther it seems to be the bottom. I just can't decide on suicide. I have no prospects, besides, they will soon be fired (laid off), and the work, after all, nevertheless made me more stable. And now I will no longer find myself anywhere except work in the field of dishwasher and other things for a penny, then it will become even more difficult to survive and is it worth fighting at all. No health, no money, no stability. By the way, I live with my parents, my mother is also ill + has closed herself into religion, there is no sense from her, it seems that she is not there. There is no support that I need, how is it so condemnation of the quarrel, I invented all my illnesses, social phobia uncommunicative means crazy. And before everything was better, we lived in prosperity, there were no health problems. All of this has changed because of the fraudulent trials that have turned our lives to the bottom. Why has life changed so much, all the time I scroll in my head the memories of the former carefree life, when I studied was healthy, and now life has crippled us so much with finances and health problems, there is no strength and energy to rejoice at something, in fact, here it is my end at 23. It won't be the same as before. I do not want to die, I am afraid of the unknown and the inability to control what will happen to my mind and body after death, it scares me. But my life is also not honey, it’s probably even worse ahead if I’m fired, I don’t want to go back into this vacuum of instability with parents with illnesses and memories of the past. I am so sad, terribly offended that my life turned out this way, if it was possible to return time back ... I'll have to die, every day I understand this more clearly, you can't run away from yourself. Tired of surviving to exist",
1,". I don’t know where to start. I write as it is. I'm worn out. All . It seems I can’t, but how do I still live. There is no longer the joy of motherhood. At first, brains were cracking now only the wind. And it is not clear already who and what I am. We are 9 months old, the baby is lagging behind in development. And of course this is very bad. We were in the hospital doing massages. To which the husband is a civilian, his child. And mine, of course. Spares money. I live with someone I hate under the same roof. It helps when there is a mood. He constantly drives us, we even lay in the crisis center twice. Then again to him. I'm tired, I'm so exhausted. I want to leave. But I'm afraid. Rodney is gone. There is a sister but she does not care. What would you suggest. Thanks.",
1,"My whole life is an expanding cycle of nightmare. This is how you can describe my existence. Not only am I a notorious 17-year-old teenager who has no hobbies, no girlfriend, no friends, no opinion, or even self-respect, so I also found out something I had no idea. I suffer from mild mental retardation at the age of 17. After reading a bunch of articles on the Internet, almost all the symptoms coincided. I do not know what to do. It's too late. Because of this I want to die. Help, I ask you to",
1,"I am 19 years old, my father left before I was born, when I was 7 years old, my mother was killed. I began to live with my grandparents. After that I had health problems and I underwent surgery, it was very difficult. There are no friends, I was always on the sidelines at school. . didn’t go to university because of internal feelings.",
