text,label
"I must say right away - there is no sense in life. There is no God either, and I do not suffer about this, but simply accept it as truth. (Don't even dissuade)",Depresion
"I am 40 years old, no family, no children, no job, no money, no prospects, no home. I live with my parents and from the thought that I am one of those losers, that up to 40 years old they still live with mom and dad, just howl hunting. My father didn't give a damn about me, and he always didn't care, but as if I was sent to my mother as a punishment, she is very worried and sick. I realize that I am a complete insignificance, I do not know how to do anything, everything falls out of my hands, all dreams and hopes are buried. There was one job, but the company went bankrupt, and then got a job as a salesman, and this after the head of the laboratory. For me it was a terrible humiliation, the bosses were youngsters, 10-12 years younger, as if they mocked me. Somehow I worked there for 3 years and left. Since then I have been unable to find a job, and to tell the truth, I have completely stopped looking for it. I don't know, I probably played a role, that I thought that I deserved more and was punished for it. But honestly, there is not even the strength to look for a job, there is no desire, every day is like groundhog day, everything is the same. I didn't get along with women since my student years, when I was 30 I wanted to marry one, but she was from another city and refused to move to me. Then there were meetings, dates, but each time I wanted to go to them less and less. The last time 2 years ago I went - I am walking and I feel as if weights are bolted to my feet, there is no desire to go to a meeting. I barely reached it, and ran away very quickly. Since then, there is no desire to do anything at all. I don't want to die, but I just want to not exist. Why am I here? What would the mother suffer? I donât want to look for a job, I donât want to see anyone, I donât want anything at all, but I want only one thing - just dissolve, so that there would be no me, that there would not even be memories of me. But how can you do this? Just suicide?",Depresion
"My name is Anna. I met a young man and I don't know what happened to me. I had changed so much and wanted so badly to be with him, but at the same time I had done a lot. Even now, I cannot put my thoughts together, because it is hard to understand now who I am. But the problem is that my bad actions are beginning to remind of myself, all this is about money, debts, loans, etc. Yes, I know you will say that this is stupid and reckless, but I do not know why I ruined my life. And now I have lost the meaning of the struggle. I myself left the guy because I realized the bad influence, but at the same time now I cry all the time, I feel lonely and weak, I am afraid to ask for help from my family and I do not want them to have difficulties. I am a nonentity that does not deserve a normal attitude and thoughts of suicide are now all the time in my head, sometimes I want to get rid of this suffering and tears. I always said that you need to fight, but now I myself have become the one who no longer makes sense. I don't know what to do ...",Depresion
"I want to die. I feel sick now, my life is over. I'm sick, badly. I am 29 and I have tuberculosis. And I don't even want to name a suspicion of a more terrible disease. I am from the most ordinary family, I have a husband, a daughter, my favorite job ... was ... Normal income, an apartment, etc. No relation to the asocial strata of society, and suddenly ... This was discovered ... how, from where, no one knows, they just found it on a routine fluorography, there are no symptoms. This news just broke me. I only recently got better after the operation, cancer was suspected, but everything worked out, mmm, but how many nerves were gone then ... I stopped sleeping at night because of nightmares, I developed a terrible phobia of this disease of three letters ... this is...",Depresion
"I am 20 years old. Over the past 2 years, I have experienced more of my peers. At the age of 18, she lost her mother, Dad and his relatives are pressing and do not allow to live in peace. At first they got Mom, now they started to work on me. My father and his new woman left me without an inheritance, threw me like a kitten into the water. Something went wrong with me, I left the university. I rented a room and worked. There was a terrible depression, somehow survived. A year later, I felt better, I took strength from somewhere and re-enrolled in the same faculty. I want to say that there was no one next to me, I coped with everything alone. Everything seems to be working out, I studied, I met a good person. But the depression returned. My young man somehow did not let me sink to the bottom. But at one point everything collapsed again. I am expelled, the person did not leave: he could not stand my mental state. I stayed in the hostel for the New Year holidays. One. <Attempted suicide - ed. Mod.>, Survived, I don't know how, but I felt my heart stop. I would say that life has given me a second chance, but I am not a believer, and generally am skeptical about such things. Just a feature of the organism. My appetite has completely disappeared, I had problems with sleep before. I feel like I'm curving. I canât help myself. All that remains is to go to a psychotherapist and start taking antidepressants. I think I'll find support here.",Depresion
"Good day to all those who read my story. The text is voluminous, but I really ask - people, do not ignore it, I really need your help. Help from kind and uneasy PEOPLE ...",Depresion
Constant discouragement in relation to classmates.,Depresion
"Hey. My life is a complete disappointment. Briefly about myself: a guy, 16 years old, studying at a lyceum, living in a hostel. All my relationships there collapsed. I tried to help people, but people rejected me. The one I loved, on which I spent a lot of nerves and time, rejected me, my acquaintances (I don't even want to call them friends) remember me only when they need something from me. We have a hug ritual before bed. Actually, no one hugs me. Even those I help. I give food to people for free, I try to help as much as I can, but is it worth it? Maybe we need to turn into a crappy and infantile idiot, with whom our lyceum is replete? But again, I don't want that. If this happens, nothing will remain in my soul at all, and everyone will simply stop talking to me. Now, as I write this text, I have a strong desire to commit suicide. And, damn it, I think I'll find a way to do it. Help, please ...",Depresion
"I am 17 years old, 11th grade, male. As a child I was very happy and could not even think that I would come to today's result. In short: it was not easy at puberty, constant conflicts with my father in the family, there were no friends - only drinking companions, no one understood me, non-reciprocal love (yes, I know how to love and distinguish love from a simple attraction, and I have been in love almost all my life, but in different girls (at 3) and in different periods of time, but unfortunately it did not work with any one due to my unsuitable external data), then alcohol, sleep for 4 hours, dissatisfaction with myself was added from above, and as a result - nervous overstrain and breakdowns. The feeling of total uselessness in the world, moral destruction and lack of purpose and motivation finished me off. At least climb the wall from the inner pain, but you continue to live by inertia. Only self-development prolonged life for a foolish heart, I read such enlighteners as Nietzsche and Kafka, Erich Maria-Remarque and various great poets, the Russian classics were also very impressive with their simplicity and coverage of problems, as well as hope: hope for a good future and faith in our own strength. Resurrecting and collecting myself piece by piece all these years left a residue and an indelible scar for life, and this summer (2017) I thought that everything was finally getting better, everything was hurt and now I will heal. But recently I fell in love once again and it tore me up again, but opened my eyes: I absolutely do not care about myself, my future, exams, I donât need friends, I donât need relationships, I donât need a goal, aspirations, desires, and self-development doesnât save anymore. I live like Pechorin, only burned out from pain, not pleasure, and I warm up my will in life with adrenaline. Recently, only anger directed at myself (I can't do it otherwise), and despair. I really want to live (I understand it well by living), not exist. Suicide out of a desire to live - which could be more ridiculous, but it is so. After all, I'm only human. Summing up, I want to say that I am not looking for consolation and I do not want to find a purpose in life, Iâm trite and I donât see the difference that you live for 300 years, that 30 - the outcome is obvious, I just want to know if you see a way out in my situation, when all this dirty world disgusting and absolutely no will, at all?",Depresion
My head began to ache more and more because of psychosis and hysterics. My family hates me. Constantly From their lips I hear anger and anger in my direction. They decided to send me to a boarding school. The friends stayed in another country.,Depresion
"If there are mistakes, then I'm sorry ...",Depresion
"I want to die, fat, my friends are all traitors, life is tired, my mother does not understand me, and my sister does what she calls me fat and the synonyms of this word are worse, Iâm just tired of all this, I want to die. Anyway, my mother will cry for 2 days, and then he will forget me, as if it never happened",Depresion
" everyone, I want to share my life. In fact, I have no life, I think that I just exist. I'm just tired of everything, because I have no friends, there is no point in living. For example, I really want to be an actress and this year I really want to go to drama school, but my mother thinks that acting is not a profession and wants me to be a doctor. At one point, I was diagnosed with a serious illness, but I had an operation. After that, I realized what life really is. Every single day I cry when everyone is asleep. When I try to make new friends, I am afraid to make mistakes because I donât want to experience pain and lies again. Do you know how a day differs from another day - a date, just a date. My life is boring and difficult and I would not wish anyone to be in my place. I also have suicidal thoughts. I do not know what to do . Tell me please.",Depresion
". I'm 14. Yes, small, but already faced many problems. I want to die. I want but I can not. My ""friends"", who later dumped me, constantly asked the reasons for my suicide. I could not answer them. I was ashamed to be ridiculed, as always. I will speak out here, can I?",Depresion
"My story is a self-deception in which I play. You know how many broken souls there are in this life, and one of them is now writing and asking for advice from you very much. Who thought that life is a scene in which we live and play. To begin with, I was 19, I met the guy of my dreams by the standards that I wrote in my head and on the first day of our acquaintance I slept as I knew that I would tie it to me. And so it happened I'm 26 he is next to me I lie constantly emu uchobu abandoned for him and he does not know the parents do not know so all zabrehla. And I play, I say that I studied that I was with a diploma. so that I study, but alas, I gave emu then he began to hate me, the child is now with us and he periodically for my jambs as he says he gets scolded me as if he is my parent and not a rug and for what I get I sometimes want to smoke this is the first reason When I open my head and prove my point of view, he sees that he cannot close me, that I am awake and the entrance begins to be assaulted. Now I regret that I did this from my life, I lived it out now and I can get out of it, maybe I can help the emu in the dictatorship with money now Iâm not as good as I was, Iâve warmed the snake on my shoulders and I endure it, but I love the ego madly, but I still see a little bit and Iâll become a vegetable that I ghehochu not live for for someone just to swallow pills I'm all for him and he strangles me until I lose consciousness in the direct sense. because of the enemies. I understand them, I would do that too, but I chose either my darling or friends. he flies in life and I sit and just reframe as he said, stupid, but you know, he loves me, we have good sex, but we donât have a sincere one I canât sit down and speak, I can only listen to him and regret and understand. but he doesnât understand me and probably will not be able to live. Assoc. How can I explain it to her, she will simply hate me, I will be kind to everyone, I help everyone, I do everything so that they can live well, and I eat myself from the inside and go crazy, I recently wanted to commit suicide <ed. mod.> and then I could not think about this what I want or play deceiving myself. what to do I donât know how to live everything is so confused what do you think should I exist in this world what should I do to leave or stay how to act correctly? thanks for reading.",Depresion
"Somehow, imperceptibly for myself, I became what I myself was afraid to turn into.",Depresion
"I donât know why Iâm doing this, but the best way to speak out is to write. They say that now are the best years of my life, but can you really call the best the fact that my pessimism almost completely engulfed me. Every day I try to sleep more than I want, just because I know that my day will be as bad as possible. My parents are increasingly hinting that my condition does not suit them, but at the same time they do not even think about how to prevent it. And I categorically do not want to tell them something, because usually it ends with a misunderstanding. But you know, the problem is not only with the parents. All my life I have come across people who hurt me as much as possible. But they don't care about that. I am so tired of everything that thoughts about terrible things come into my head, and even that death is a way out. You can call me different words, but I don't know what to do about it. Sometimes I want to burst into tears, but in due time I cried all the tears. And now everything has to be passed through oneself, but it accumulates. There was a friend, but she, with the words 'I'm tired of you, kill yourself,' cut off all communication with her, earlier she said that I was better before, but now she is not happy with everything in me. I can talk about everything for a long time, but I think very few people are interested . Cry of the soul so to speak ....",Depresion
"Since early childhood - as long as I remember - I often cry at night, scrolling through my head thoughts of suicide. I don't have and never have had friends - it's hard for me to get to know each other, it's hard for me to be the first to meet people, to maintain communication. It seems to me that I interfere with others, that I cannot be of interest to them - and, as a result, I am afraid of being too annoying. I really want to believe people, and I do - especially when they tell me that I am a nonentity. This is what my mother repeats to me for any reason, some teachers at school and college said this, I sometimes heard this in individual master classes. Six years ago I wrote poetry, wrote songs for voice and guitar, arranged them, performed them solo and with other people. Now I am afraid to sing and play in public. Somehow, after five years of calm, I was able to return to writing prosaic miniatures - but I do not feel any satisfaction or pride in this regard. For almost a year now, there is a person who loves me, whom I love - but he is now actively working on all his problems, including self-loathing, and I ... I look, I envy, cry, hate myself for it. I lose heart from others' successes. Because I canât do anything. I am engaged in photography, drawing, 3d modeling, music, prose, but what is the result? And in the end, after another result that does not meet my and other people's expectations, I cannot do anything for a week, I drive myself deeper and deeper into this pit. And attempts to help oneself end in an even greater breakdown. I have no one to tell about this - my mother will not listen, the rest of the relatives are less close, and the only person from whom I can receive love and affection, which I donât need to try to earn, I am afraid to load. Before meeting him, I had lived with a stone heart for more than a couple of years and no people bothered me, but this meeting again broke me. This text is very confused - I just sobbed for almost two hours and could not sleep. All due to the fact that what I want and have to do is not working. Now I want to free up the resources I need to sustain my life - for someone else, more productive and optimistic.",Depresion
"I do not live, I exist. I do not understand why all this torment, because you will die sooner or later. This world is not for me at all, there are stupid rules and laws. There are many lies, hatred, evil, betrayal. I am too weak a person. I cannot bear many things. I am told that everything will work out and it will be fine, but still everything is getting worse. In my family all grandmothers and grandfathers died, my dad also died. I was left with my mother alone, I have health problems, I constantly go to hospitals. The guy stopped loving me, said that I can not do anything, and in general I do everything wrong. Studying at the university is also not given. Only work is there and I go to it without mood like a zombie. I'm tired of dissolving in people, they I am constantly betrayed (several times there were unsuccessful relationships) I do not know why live if you are betrayed again, and the person whom you trust again will stop loving you ...",Depresion
"I want to die. I don't feel lucky. I left my hometown, To prove to myself and my parents that I am worth something in this life. 4 years have passed. I ran for interviews, they do not take a job if you are not a citizen of this country, so I work in a less paid job, but at least something. From large international companies, only rejections. Yesterday I paid 10 thousand crowns, otherwise they were threatened with a department. The guy said that we don't have an exuberant in the relationship. Says I'm asking for too much attention. How much attention if I'm at work 10 hours a day, not close relationships, because I'm obsessed with porn. I feel unwanted, unwanted piece. But I love my parents so much, and they do not agree that I should return home to my homeland. I hate myself and my life",Depresion
I do not even know where to start.,Depresion
"There is no health, medicine is expensive, the salary is enough only to keep on floating. Bad character (social phobia, introvert). This 100% will not have to count on your own marriage / family for a long time. It is unclear how she worked for a year in a team, probably behaved like a moron because of the eternal silence and other failures at work. In short, oddly enough, but the thought that I always have a choice of suicide helps me to live, they say, I always have time to die if I want to, that's what saved me. Although, the worse the conditions for existence for me, the more I adapt to this and the farther it seems to be the bottom. I just can't decide on suicide. I have no prospects, besides, they will soon be fired (laid off), and the work, after all, nevertheless made me more stable. And now I will no longer find myself anywhere except work in the field of dishwasher and other things for a penny, then it will become even more difficult to survive and is it worth fighting at all. No health, no money, no stability. By the way, I live with my parents, my mother is also ill + has closed herself into religion, there is no sense from her, it seems that she is not there. There is no support that I need, how is it so condemnation of the quarrel, I invented all my illnesses, social phobia uncommunicative means crazy. And before everything was better, we lived in prosperity, there were no health problems. All of this has changed because of the fraudulent trials that have turned our lives to the bottom. Why has life changed so much, all the time I scroll in my head the memories of the former carefree life, when I studied was healthy, and now life has crippled us so much with finances and health problems, there is no strength and energy to rejoice at something, in fact, here it is my end at 23. It won't be the same as before. I do not want to die, I am afraid of the unknown and the inability to control what will happen to my mind and body after death, it scares me. But my life is also not honey, itâs probably even worse ahead if Iâm fired, I donât want to go back into this vacuum of instability with parents with illnesses and memories of the past. I am so sad, terribly offended that my life turned out this way, if it was possible to return time back ... I'll have to die, every day I understand this more clearly, you can't run away from yourself. Tired of surviving to exist",Depresion
"Please help. Otherwise Iâll just go crazy. I have terrible problems with my teeth, half rotten, other teeth have loose teeth, Iâm only 17 years old! This is genetic, and I myself almost did not watch my teeth in childhood, and even in youth, but now I don't know what to do! at 20 to remain toothless and then what, this is an irreversible process ... I live and wait for everything in my mouth to completely fall out. my nerves began to itch and headaches. I really want to die so as not to live this terrible life.",Depresion
"I don't want to live, it's scary to do it myself, I want to close my eyes and so that everything disappears. a lot of responsibility everyone says that I owe it, I owe everyone something, I must not say that I have unsolvable problems, they just do not end, just something to improve and again everything is new. The husband will never find a permanent job for himself, the son also rushes from one job to another, the younger only demands, and in my life there was treason on my part, everyone knows everything, it still hurts))). I do not know where he is, this way out of life. I often ask for death, I hope it will happen. I always worked, lived within my means, always tried to be a good mother, but I cheated, but I fell in love, I'm guilty, of course I'm looking for an excuse, everything is still torn inside. Do not want to live",Depresion
